Navn,Stasjon,Tid(norsk normaltid),Middeltemperatur (døgn),Nedbør (døgn),Minimumstemperatur (døgn),Maksimumstemperatur (døgn)
Tynset - Hansmoen,SN9580,13.12.2022,-28.4,0,-29.3,-23.2
Tynset - Hansmoen,SN9580,14.12.2022,-24,0,-29.2,-21.6
Tynset - Hansmoen,SN9580,15.12.2022,-19.2,0.3,-23.8,-13.2
Tynset - Hansmoen,SN9580,16.12.2022,-25,0.2,-27,-16.2
Tynset - Hansmoen,SN9580,17.12.2022,-18.7,0,-27,-15.4
Tynset - Hansmoen,SN9580,18.12.2022,-15.3,0.3,-18,-5.4
Tynset - Hansmoen,SN9580,19.12.2022,-13.5,0,-21.7,-4.7
Tynset - Hansmoen,SN9580,20.12.2022,-4.1,1.3,-5.3,-2.9
Tynset - Hansmoen,SN9580,21.12.2022,-5.8,0,-6.5,-4.1
Tynset - Hansmoen,SN9580,22.12.2022,-10.6,0,-11.4,-5.9
Tynset - Hansmoen,SN9580,23.12.2022,-21.4,0.2,-24.8,-11.4
Tynset - Hansmoen,SN9580,24.12.2022,-24,0,-27.8,-17.7
Tynset - Hansmoen,SN9580,25.12.2022,-17.8,0,-29.6,-5.8
Tynset - Hansmoen,SN9580,26.12.2022,-0.5,0,-5.8,1
Tynset - Hansmoen,SN9580,27.12.2022,-10.2,2.6,-17.8,1.2
Tynset - Hansmoen,SN9580,28.12.2022,-22.4,0,-25.7,-3
Tynset - Hansmoen,SN9580,29.12.2022,-6.8,1,-26.6,-1.3
Tynset - Hansmoen,SN9580,30.12.2022,-2.7,2.7,-9,0.1
Tynset - Hansmoen,SN9580,31.12.2022,-2.2,3,-5.6,3
Tynset - Hansmoen,SN9580,01.01.2023,-24.6,1,-29.8,-5.4
Tynset - Hansmoen,SN9580,02.01.2023,-29,0,-32.5,-27
Tynset - Hansmoen,SN9580,03.01.2023,-17.9,0,-31.2,-13.5
Tynset - Hansmoen,SN9580,04.01.2023,-12.3,0.1,-16.7,-7.8
Tynset - Hansmoen,SN9580,05.01.2023,-7.3,2.1,-8.4,-6.3
Tynset - Hansmoen,SN9580,06.01.2023,-7.9,1.8,-8.8,-6.9
Tynset - Hansmoen,SN9580,07.01.2023,-5.4,3.1,-9.9,-4.2
Tynset - Hansmoen,SN9580,08.01.2023,1.5,0.4,-4.3,3
Tynset - Hansmoen,SN9580,09.01.2023,1.5,1.5,1,2.5
Tynset - Hansmoen,SN9580,10.01.2023,-3,0.1,-4.6,1.5
Tynset - Hansmoen,SN9580,11.01.2023,1.3,2,-10.8,3.5
Tynset - Hansmoen,SN9580,12.01.2023,-0.8,0.7,-7.5,4.4
Tynset - Hansmoen,SN9580,13.01.2023,-5.1,0,-8.1,-4.4
Tynset - Hansmoen,SN9580,14.01.2023,-5.2,4.5,-8.3,-3.3
Tynset - Hansmoen,SN9580,15.01.2023,-4.8,2.2,-7.1,-3
Tynset - Hansmoen,SN9580,16.01.2023,-10.2,2.7,-18.6,-6.1
Tynset - Hansmoen,SN9580,17.01.2023,-6.2,0.7,-14.1,-1.6
Tynset - Hansmoen,SN9580,18.01.2023,-8.3,2.6,-13.4,-1.2
Tynset - Hansmoen,SN9580,19.01.2023,-12.7,0.5,-15.1,-9.7
Tynset - Hansmoen,SN9580,20.01.2023,-24,0,-27.3,-12.3
Tynset - Hansmoen,SN9580,21.01.2023,-27.2,0,-29.2,-23
Tynset - Hansmoen,SN9580,22.01.2023,-26.6,0,-30.9,-22.3
Tynset - Hansmoen,SN9580,23.01.2023,-13.3,0,-25.7,-9.9
Tynset - Hansmoen,SN9580,24.01.2023,-5.7,0.2,-10.3,-3.5
Tynset - Hansmoen,SN9580,25.01.2023,1.5,0,-5.1,5.7
Tynset - Hansmoen,SN9580,26.01.2023,-3,0.7,-3.8,0.5
Tynset - Hansmoen,SN9580,27.01.2023,-8.5,0,-13.5,-1.7
Tynset - Hansmoen,SN9580,28.01.2023,-8.8,0,-12.9,-5.2
Tynset - Hansmoen,SN9580,29.01.2023,0.7,0,-10.3,4.8
Tynset - Hansmoen,SN9580,30.01.2023,-0.5,1.5,-3.9,4.5
Tynset - Hansmoen,SN9580,31.01.2023,-8.3,1.7,-12.8,-0.7
Tynset - Hansmoen,SN9580,01.02.2023,-18.3,0,-23.6,-11.5
Tynset - Hansmoen,SN9580,02.02.2023,-20.1,0,-25.6,-12.6
Tynset - Hansmoen,SN9580,03.02.2023,-17,1,-26.8,-10.6
Tynset - Hansmoen,SN9580,04.02.2023,-13.8,3.1,-19.8,-8
Tynset - Hansmoen,SN9580,05.02.2023,-10.7,0.3,-17.5,-6.3
Tynset - Hansmoen,SN9580,06.02.2023,-10.1,0,-16.1,-3.2
Tynset - Hansmoen,SN9580,07.02.2023,-9.5,0,-15.7,-6.7
Tynset - Hansmoen,SN9580,08.02.2023,-4.2,0,-12,1.2
Tynset - Hansmoen,SN9580,09.02.2023,-0.7,0.7,-8.7,4.3
Tynset - Hansmoen,SN9580,10.02.2023,-6.5,2.7,-16,-1.8
Tynset - Hansmoen,SN9580,11.02.2023,-4.9,9.7,-9.8,-1.6
Tynset - Hansmoen,SN9580,12.02.2023,-7.6,0.1,-15,3.3
Tynset - Hansmoen,SN9580,13.02.2023,3.4,0,-6.5,7.4
Tynset - Hansmoen,SN9580,14.02.2023,-9.7,0,-13.7,1.8
Tynset - Hansmoen,SN9580,15.02.2023,-6.9,0,-15.4,-2.9
Tynset - Hansmoen,SN9580,16.02.2023,-3,0,-8.3,2.7
Tynset - Hansmoen,SN9580,17.02.2023,-7.2,0,-15.9,-1.7
Tynset - Hansmoen,SN9580,18.02.2023,-3.5,4.9,-6.3,0.4
Tynset - Hansmoen,SN9580,19.02.2023,-6.5,3,-12,-0.6
Tynset - Hansmoen,SN9580,20.02.2023,-4.6,2,-12.3,-1.7
Tynset - Hansmoen,SN9580,21.02.2023,-6.1,0.1,-13.1,1.4
Tynset - Hansmoen,SN9580,22.02.2023,-8.5,0.3,-21.3,-2.1
Tynset - Hansmoen,SN9580,23.02.2023,-4.3,2.9,-9.6,-0.6
Tynset - Hansmoen,SN9580,24.02.2023,-5.4,0.1,-11.2,-0.6
Tynset - Hansmoen,SN9580,25.02.2023,-3.7,0.7,-8.8,-1.5
Tynset - Hansmoen,SN9580,26.02.2023,0.6,0.2,-4.3,4.7
Tynset - Hansmoen,SN9580,27.02.2023,-5,0,-12,6.5
Tynset - Hansmoen,SN9580,28.02.2023,-1.5,0,-13.2,5.2
Tynset - Hansmoen,SN9580,01.03.2023,1.7,0,-1.5,6.5
Tynset - Hansmoen,SN9580,02.03.2023,-1.3,0,-10.6,5.7
Tynset - Hansmoen,SN9580,03.03.2023,-0.3,0,-3.4,5
Tynset - Hansmoen,SN9580,04.03.2023,-5.4,1.7,-7.7,-2.9
Tynset - Hansmoen,SN9580,05.03.2023,-5.2,2,-6.9,-1.7
Tynset - Hansmoen,SN9580,06.03.2023,-13.4,0.3,-21.4,-1.9
Tynset - Hansmoen,SN9580,07.03.2023,-19.4,0,-29.5,-6.7
Tynset - Hansmoen,SN9580,08.03.2023,-16.8,0,-24.2,-9.9
Tynset - Hansmoen,SN9580,09.03.2023,-15.8,0.4,-22.5,-6.9
Tynset - Hansmoen,SN9580,10.03.2023,-20,0.8,-33.1,-8.7
Tynset - Hansmoen,SN9580,11.03.2023,-15.3,0,-24.8,-0.2
Tynset - Hansmoen,SN9580,12.03.2023,-12,0,-20.6,-2.2
Tynset - Hansmoen,SN9580,13.03.2023,-5.7,0,-19.3,-3.1
Tynset - Hansmoen,SN9580,14.03.2023,-5.4,2.6,-7.6,1
Tynset - Hansmoen,SN9580,15.03.2023,-6.4,2.6,-18,0
Tynset - Hansmoen,SN9580,16.03.2023,-9.6,0.4,-24.2,2
Tynset - Hansmoen,SN9580,17.03.2023,-1.2,2.4,-3.2,0.2
Tynset - Hansmoen,SN9580,18.03.2023,-1.2,0.2,-5.1,3.9
Tynset - Hansmoen,SN9580,19.03.2023,-4.8,0,-16.9,4
Tynset - Hansmoen,SN9580,20.03.2023,-2.5,0.8,-6.6,4.2
Tynset - Hansmoen,SN9580,21.03.2023,-6.3,0,-17.9,3.2
Tynset - Hansmoen,SN9580,22.03.2023,0.8,1.6,-3,3.2
Tynset - Hansmoen,SN9580,23.03.2023,2.7,0.2,-1.2,7.7
Tynset - Hansmoen,SN9580,24.03.2023,1.1,0.8,-0.7,6.9
Tynset - Hansmoen,SN9580,25.03.2023,-5.6,0.2,-6.7,1
Tynset - Hansmoen,SN9580,26.03.2023,-12,0,-21.9,0.1
Tynset - Hansmoen,SN9580,27.03.2023,-12.4,0,-20,-1
Tynset - Hansmoen,SN9580,28.03.2023,-14,0,-26.3,0.9
Tynset - Hansmoen,SN9580,29.03.2023,-12.4,0,-23.7,1.4
Tynset - Hansmoen,SN9580,30.03.2023,-11.7,0,-23.5,-0.5
Tynset - Hansmoen,SN9580,31.03.2023,-9.4,0,-21.6,4.3
Tynset - Hansmoen,SN9580,01.04.2023,-9,0,-22.1,3.8
Tynset - Hansmoen,SN9580,02.04.2023,-7.8,0,-19.9,5.4
Tynset - Hansmoen,SN9580,03.04.2023,-6.8,0,-18.6,6.7
Tynset - Hansmoen,SN9580,04.04.2023,-0.9,0,-8.5,11.2
Tynset - Hansmoen,SN9580,05.04.2023,-1.3,0,-12.1,8.4
Tynset - Hansmoen,SN9580,06.04.2023,-1.5,0,-7.6,4.4
Tynset - Hansmoen,SN9580,07.04.2023,0,0,-8.4,7.8
Tynset - Hansmoen,SN9580,08.04.2023,-1.6,0,-11.5,11.2
Tynset - Hansmoen,SN9580,09.04.2023,-0.2,0,-9.4,5.9
Tynset - Hansmoen,SN9580,10.04.2023,2.4,0,-0.1,4.5
Tynset - Hansmoen,SN9580,11.04.2023,3.6,0,1.6,6.5
Tynset - Hansmoen,SN9580,12.04.2023,3.6,3.3,1.1,6.4
Tynset - Hansmoen,SN9580,13.04.2023,4.6,0.4,0.8,6.9
Tynset - Hansmoen,SN9580,14.04.2023,1.6,3.7,0.5,4
Tynset - Hansmoen,SN9580,15.04.2023,1.4,5,-1,3.5
Tynset - Hansmoen,SN9580,16.04.2023,2.9,6.1,0.3,7.9
Tynset - Hansmoen,SN9580,17.04.2023,3.5,0.1,-1.5,10.9
Tynset - Hansmoen,SN9580,18.04.2023,3.2,0,-5.1,14.8
Tynset - Hansmoen,SN9580,19.04.2023,3.6,0,-5.5,13.4
Tynset - Hansmoen,SN9580,20.04.2023,3.7,0,-5.3,12.5
Tynset - Hansmoen,SN9580,21.04.2023,4.4,0,-4.6,13.7
Tynset - Hansmoen,SN9580,22.04.2023,3.1,0,-5.1,11
Tynset - Hansmoen,SN9580,23.04.2023,0.7,2.4,0,5
Tynset - Hansmoen,SN9580,24.04.2023,-1,6.9,-2,0.6
Tynset - Hansmoen,SN9580,25.04.2023,-1.5,8.9,-2.8,1.2
Tynset - Hansmoen,SN9580,26.04.2023,-0.6,6.1,-4.4,2.3
Tynset - Hansmoen,SN9580,27.04.2023,0.6,0.5,-1.4,2.7
Tynset - Hansmoen,SN9580,28.04.2023,0.7,0.1,-5.4,7.2
Tynset - Hansmoen,SN9580,29.04.2023,-0.7,0.7,-4.4,3.1
Tynset - Hansmoen,SN9580,30.04.2023,-0.4,1.3,-8.9,4.7
Tynset - Hansmoen,SN9580,01.05.2023,0.7,0,-3.6,6.9
Tynset - Hansmoen,SN9580,02.05.2023,1.5,0,-5.6,7.3
Tynset - Hansmoen,SN9580,03.05.2023,0.8,0.5,-1.9,4.5
Tynset - Hansmoen,SN9580,04.05.2023,0.1,0,-4,5.4
Tynset - Hansmoen,SN9580,05.05.2023,0.7,0,-9,8
Tynset - Hansmoen,SN9580,06.05.2023,2.7,0,-6.5,9.7
Tynset - Hansmoen,SN9580,07.05.2023,4.3,0,-6.5,13.5
Tynset - Hansmoen,SN9580,08.05.2023,5.7,0,-4.9,13.3
Tynset - Hansmoen,SN9580,09.05.2023,7.8,0,2.6,10.5
Tynset - Hansmoen,SN9580,10.05.2023,9.3,0.3,6,15.3
Tynset - Hansmoen,SN9580,11.05.2023,6.3,0,-3,13.3
Tynset - Hansmoen,SN9580,12.05.2023,7.5,0,0.9,16
Tynset - Hansmoen,SN9580,13.05.2023,8.4,0,-2.4,17.9
Tynset - Hansmoen,SN9580,14.05.2023,9.8,0,-1.8,17.2
Tynset - Hansmoen,SN9580,15.05.2023,10.7,0,3.3,16.3
Tynset - Hansmoen,SN9580,16.05.2023,6,0.2,1.4,13
Tynset - Hansmoen,SN9580,17.05.2023,2.1,0.5,-3.4,6.5
Tynset - Hansmoen,SN9580,18.05.2023,7.6,0.3,-0.7,15.3
Tynset - Hansmoen,SN9580,19.05.2023,9.5,0,-1.7,18.5
Tynset - Hansmoen,SN9580,20.05.2023,10.8,0,-1.6,19.5
Tynset - Hansmoen,SN9580,21.05.2023,11.9,0,-1.2,21.1
Tynset - Hansmoen,SN9580,22.05.2023,12.9,0,-0.5,22
Tynset - Hansmoen,SN9580,23.05.2023,6.4,4,4,19.4
Tynset - Hansmoen,SN9580,24.05.2023,7.8,2.2,-1,16.2
Tynset - Hansmoen,SN9580,25.05.2023,6.6,0,-1.2,11.7
Tynset - Hansmoen,SN9580,26.05.2023,5.2,0.6,-1.6,10
Tynset - Hansmoen,SN9580,27.05.2023,8.3,0,1.8,14.7
Tynset - Hansmoen,SN9580,28.05.2023,6.6,0,3.3,11.5
Tynset - Hansmoen,SN9580,29.05.2023,3.7,0,-4.1,12.1
Tynset - Hansmoen,SN9580,30.05.2023,11.4,1.2,-3.6,22.5
Tynset - Hansmoen,SN9580,31.05.2023,8.5,0,5.9,18.3
Tynset - Hansmoen,SN9580,01.06.2023,4.3,0.3,2.1,7.7
Tynset - Hansmoen,SN9580,02.06.2023,6.8,0,1.8,12.4
Tynset - Hansmoen,SN9580,03.06.2023,9.1,0.1,4.3,15.5
Tynset - Hansmoen,SN9580,04.06.2023,10.1,0,4.1,17.5
Tynset - Hansmoen,SN9580,05.06.2023,9.2,0,-1.6,16.3
Tynset - Hansmoen,SN9580,06.06.2023,9.8,0,6.7,14.6
Tynset - Hansmoen,SN9580,07.06.2023,9.1,0,-2.4,19.5
Tynset - Hansmoen,SN9580,08.06.2023,7.8,0,2.6,12.8
Tynset - Hansmoen,SN9580,09.06.2023,10.9,0,-3,21
Tynset - Hansmoen,SN9580,10.06.2023,13.8,0,1.1,21.6
Tynset - Hansmoen,SN9580,11.06.2023,15.1,0,2.4,23.6
Tynset - Hansmoen,SN9580,12.06.2023,15,0,2.6,24.1
Tynset - Hansmoen,SN9580,13.06.2023,16,0,7,23
Tynset - Hansmoen,SN9580,14.06.2023,17,0,5,26.3
Tynset - Hansmoen,SN9580,15.06.2023,18.5,0,5.8,28.1
Tynset - Hansmoen,SN9580,16.06.2023,17.7,0.1,8,28
Tynset - Hansmoen,SN9580,17.06.2023,16.5,0,8.9,26.3
Tynset - Hansmoen,SN9580,18.06.2023,17.4,0,7.3,25.1
Tynset - Hansmoen,SN9580,19.06.2023,16,0.4,12.1,22.1
Tynset - Hansmoen,SN9580,20.06.2023,16.5,0.6,8.5,20.6
Tynset - Hansmoen,SN9580,21.06.2023,17.5,0.5,10.5,23.7
Tynset - Hansmoen,SN9580,22.06.2023,16.9,13.7,12.4,21.9
Tynset - Hansmoen,SN9580,23.06.2023,11.6,0.1,6.2,18.8
Tynset - Hansmoen,SN9580,24.06.2023,13.5,0,1,23
Tynset - Hansmoen,SN9580,25.06.2023,17.5,0.1,5.4,27.4
Tynset - Hansmoen,SN9580,26.06.2023,18.3,0.1,7.5,25.7
Tynset - Hansmoen,SN9580,27.06.2023,16.6,0,9.7,25.7
Tynset - Hansmoen,SN9580,28.06.2023,18.9,3.4,12.9,25.6
Tynset - Hansmoen,SN9580,29.06.2023,15.5,0,10.9,23.3
Tynset - Hansmoen,SN9580,30.06.2023,12.6,3.8,10.9,15.7
Tynset - Hansmoen,SN9580,01.07.2023,12.6,5.4,9.9,16.5
Tynset - Hansmoen,SN9580,02.07.2023,13.8,1.9,10.5,18.5
Tynset - Hansmoen,SN9580,03.07.2023,11.8,0.5,10.3,14.7
Tynset - Hansmoen,SN9580,04.07.2023,12.1,3.8,10,15.4
Tynset - Hansmoen,SN9580,05.07.2023,12.9,0.2,7.6,18.5
Tynset - Hansmoen,SN9580,06.07.2023,12.7,0.1,7.5,17.1
Tynset - Hansmoen,SN9580,07.07.2023,13.6,0.9,10.9,19.3
Tynset - Hansmoen,SN9580,08.07.2023,14.6,1.8,6.2,22.2
Tynset - Hansmoen,SN9580,09.07.2023,16.5,0,4.8,26
Tynset - Hansmoen,SN9580,10.07.2023,18.8,0,9.8,25.6
Tynset - Hansmoen,SN9580,11.07.2023,15.6,0,12.3,22.8
Tynset - Hansmoen,SN9580,12.07.2023,14.2,6.2,11.5,17.1
Tynset - Hansmoen,SN9580,13.07.2023,13.2,10.1,11.4,18.6
Tynset - Hansmoen,SN9580,14.07.2023,12.3,5.7,9.4,16.5
Tynset - Hansmoen,SN9580,15.07.2023,11.9,0,4.7,18.2
Tynset - Hansmoen,SN9580,16.07.2023,14.3,3.6,12.2,16.4
Tynset - Hansmoen,SN9580,17.07.2023,14.2,0.4,12.1,19.3
Tynset - Hansmoen,SN9580,18.07.2023,12,8.8,9.1,17.9
Tynset - Hansmoen,SN9580,19.07.2023,11.3,1.4,6.7,16.9
Tynset - Hansmoen,SN9580,20.07.2023,11.3,0.2,5.9,17.6
Tynset - Hansmoen,SN9580,21.07.2023,10.2,6.2,8.2,13.8
Tynset - Hansmoen,SN9580,22.07.2023,11.5,8,4.9,16.3
Tynset - Hansmoen,SN9580,23.07.2023,12.6,0.1,7.7,17.3
Tynset - Hansmoen,SN9580,24.07.2023,12.2,0,3.3,20
Tynset - Hansmoen,SN9580,25.07.2023,11.5,4.9,9.9,16.1
Tynset - Hansmoen,SN9580,26.07.2023,12.4,9.3,10.3,16.1
Tynset - Hansmoen,SN9580,27.07.2023,12.7,1.8,7.7,19.9
Tynset - Hansmoen,SN9580,28.07.2023,12.5,1.4,9.4,20.6
Tynset - Hansmoen,SN9580,29.07.2023,13.1,8.2,5.8,22.2
Tynset - Hansmoen,SN9580,30.07.2023,14.6,0,6.8,22.4
Tynset - Hansmoen,SN9580,31.07.2023,14,6.6,11.2,19.2
Tynset - Hansmoen,SN9580,01.08.2023,11.2,1.6,6,18.1
Tynset - Hansmoen,SN9580,02.08.2023,13.6,2.8,9,20.6
Tynset - Hansmoen,SN9580,03.08.2023,12.8,1.5,7.3,18.6
Tynset - Hansmoen,SN9580,04.08.2023,13.4,3.1,11.1,17.1
Tynset - Hansmoen,SN9580,05.08.2023,12.5,0,8.6,16.9
Tynset - Hansmoen,SN9580,06.08.2023,13.5,0.1,8.9,18.4
Tynset - Hansmoen,SN9580,07.08.2023,10.8,16.6,10.2,15.5
Tynset - Hansmoen,SN9580,08.08.2023,13.2,36.5,9.9,20.6
Tynset - Hansmoen,SN9580,09.08.2023,11.7,14.6,10.8,15.1
Tynset - Hansmoen,SN9580,10.08.2023,11.4,0.2,7.5,17.4
Tynset - Hansmoen,SN9580,11.08.2023,12.7,2.2,8.6,17.5
Tynset - Hansmoen,SN9580,12.08.2023,13.9,1.1,11.1,20
Tynset - Hansmoen,SN9580,13.08.2023,12,0,6.7,17.6
Tynset - Hansmoen,SN9580,14.08.2023,13.7,0.5,6,20.6
Tynset - Hansmoen,SN9580,15.08.2023,12.9,0.1,10,15.8
Tynset - Hansmoen,SN9580,16.08.2023,13,6.6,11,16.6
Tynset - Hansmoen,SN9580,17.08.2023,12.8,0,9.1,19.4
Tynset - Hansmoen,SN9580,18.08.2023,12.4,0,2.4,22.1
Tynset - Hansmoen,SN9580,19.08.2023,14.6,0,6.3,21.3
Tynset - Hansmoen,SN9580,20.08.2023,14,0.1,12.9,16.8
Tynset - Hansmoen,SN9580,21.08.2023,14.6,10.4,13.1,19.5
Tynset - Hansmoen,SN9580,22.08.2023,12.8,0.1,10.2,18.3
Tynset - Hansmoen,SN9580,23.08.2023,11,0,5.8,18.9
Tynset - Hansmoen,SN9580,24.08.2023,12.1,3.9,10,17.8
Tynset - Hansmoen,SN9580,25.08.2023,11.7,0.9,8.9,15.4
Tynset - Hansmoen,SN9580,26.08.2023,12.7,3,10,16.7
Tynset - Hansmoen,SN9580,27.08.2023,12.8,6.7,10.8,16.3
Tynset - Hansmoen,SN9580,28.08.2023,12,4.9,10.3,16.4
Tynset - Hansmoen,SN9580,29.08.2023,11.4,5.1,9.3,16.2
Tynset - Hansmoen,SN9580,30.08.2023,10.6,0.1,5.9,16.5
Tynset - Hansmoen,SN9580,31.08.2023,9.1,0,4.1,17.9
Tynset - Hansmoen,SN9580,01.09.2023,9.5,0,2.4,16.7
Tynset - Hansmoen,SN9580,02.09.2023,8.3,0,2.2,13.5
Tynset - Hansmoen,SN9580,03.09.2023,8.8,0,4.1,13.9
Tynset - Hansmoen,SN9580,04.09.2023,14.3,2.6,7.1,21
Tynset - Hansmoen,SN9580,05.09.2023,11,0,9.4,19.1
Tynset - Hansmoen,SN9580,06.09.2023,7.3,0,-0.6,18.2
Tynset - Hansmoen,SN9580,07.09.2023,10.8,0,2.1,20.6
Tynset - Hansmoen,SN9580,08.09.2023,13.1,0,5.5,22.1
Tynset - Hansmoen,SN9580,09.09.2023,15.1,0,13.1,19.6
Tynset - Hansmoen,SN9580,10.09.2023,14.5,0,9.4,21
Tynset - Hansmoen,SN9580,11.09.2023,13.6,0,8,19.1
Tynset - Hansmoen,SN9580,12.09.2023,10.2,6.2,8,16.9
Tynset - Hansmoen,SN9580,13.09.2023,3.8,0,0.6,10.5
Tynset - Hansmoen,SN9580,14.09.2023,5.2,0,-2.5,10.5
Tynset - Hansmoen,SN9580,15.09.2023,9.7,0,4.5,12.6
Tynset - Hansmoen,SN9580,16.09.2023,8.1,0,6.7,12
Tynset - Hansmoen,SN9580,17.09.2023,6,6.3,1,13
Tynset - Hansmoen,SN9580,18.09.2023,7.2,0,1.4,9
Tynset - Hansmoen,SN9580,19.09.2023,9.8,5.1,5.6,15.5
Tynset - Hansmoen,SN9580,20.09.2023,7,19.3,0.3,12.6
Tynset - Hansmoen,SN9580,21.09.2023,13.5,0.1,8.4,16.4
Tynset - Hansmoen,SN9580,22.09.2023,9.2,12.6,6.8,13.3
Tynset - Hansmoen,SN9580,23.09.2023,7.3,6.7,3,14.1
Tynset - Hansmoen,SN9580,24.09.2023,7.2,0,-0.8,13.3
Tynset - Hansmoen,SN9580,25.09.2023,12.1,0.4,7.9,16.8
Tynset - Hansmoen,SN9580,26.09.2023,12.3,0,5.6,16.3
Tynset - Hansmoen,SN9580,27.09.2023,10.1,0,7.5,12.8
Tynset - Hansmoen,SN9580,28.09.2023,9.3,3.9,3.1,13.6
Tynset - Hansmoen,SN9580,29.09.2023,11.4,0.5,8.5,15
Tynset - Hansmoen,SN9580,30.09.2023,7.1,0,2.8,12.7
Tynset - Hansmoen,SN9580,01.10.2023,7.3,0.2,2.5,14.3
Tynset - Hansmoen,SN9580,02.10.2023,5.9,0,1.6,14.7
Tynset - Hansmoen,SN9580,03.10.2023,3.8,0,-1.2,12.5
Tynset - Hansmoen,SN9580,04.10.2023,3.9,0,-0.2,10.8
Tynset - Hansmoen,SN9580,05.10.2023,3.5,0,0.2,9.6
Tynset - Hansmoen,SN9580,06.10.2023,0.4,0,-1.7,4.2
Tynset - Hansmoen,SN9580,07.10.2023,1.5,10.8,0.4,3.4
Tynset - Hansmoen,SN9580,08.10.2023,1.8,0.6,0.1,5.9
Tynset - Hansmoen,SN9580,09.10.2023,1.2,0,-3.1,6.1
Tynset - Hansmoen,SN9580,10.10.2023,3.9,0,-0.7,6.4
Tynset - Hansmoen,SN9580,11.10.2023,5.6,1.2,0.8,10.5
Tynset - Hansmoen,SN9580,12.10.2023,2,1.4,-3.7,8.4
Tynset - Hansmoen,SN9580,13.10.2023,3.4,0.5,-0.4,5.4
Tynset - Hansmoen,SN9580,14.10.2023,3.8,1.3,-0.1,7.6
Tynset - Hansmoen,SN9580,15.10.2023,1.9,1,0.7,3.9
Tynset - Hansmoen,SN9580,16.10.2023,-0.4,0.2,-4.2,3.7
Tynset - Hansmoen,SN9580,17.10.2023,4.2,0,-1.6,9
Tynset - Hansmoen,SN9580,18.10.2023,0.2,0,-4.4,5.6
Tynset - Hansmoen,SN9580,19.10.2023,-4.1,0,-10.3,0.9
Tynset - Hansmoen,SN9580,20.10.2023,-1.9,0,-4.1,0.4
Tynset - Hansmoen,SN9580,21.10.2023,-2.4,0,-8.6,0.5
Tynset - Hansmoen,SN9580,22.10.2023,0.4,0,-1.4,1.4
Tynset - Hansmoen,SN9580,23.10.2023,0.1,0,-2.5,2.7
Tynset - Hansmoen,SN9580,24.10.2023,1.4,0.2,-1,3.5
Tynset - Hansmoen,SN9580,25.10.2023,0.6,0.1,-1.4,2.9
Tynset - Hansmoen,SN9580,26.10.2023,-1.3,0,-2,-0.3
Tynset - Hansmoen,SN9580,27.10.2023,-2.7,0,-3.3,-1.3
Tynset - Hansmoen,SN9580,28.10.2023,-4.8,0.1,-6.7,-1.1
Tynset - Hansmoen,SN9580,29.10.2023,-10.8,0,-15.4,-3.9
Tynset - Hansmoen,SN9580,30.10.2023,-6.7,0,-12.6,-5.7
Tynset - Hansmoen,SN9580,31.10.2023,-5.4,0.1,-7.1,-2.3
Tynset - Hansmoen,SN9580,01.11.2023,-5.3,0.7,-7.8,-3.1
Tynset - Hansmoen,SN9580,02.11.2023,-3.4,0.9,-7,-1.9
Tynset - Hansmoen,SN9580,03.11.2023,-1.7,5.1,-3.1,-0.6
Tynset - Hansmoen,SN9580,04.11.2023,-1.4,23.4,-2.3,0.2
Tynset - Hansmoen,SN9580,05.11.2023,-1.5,1.3,-3.7,0.1
Tynset - Hansmoen,SN9580,06.11.2023,-3.3,0,-3.9,-0.5
Tynset - Hansmoen,SN9580,07.11.2023,-6.3,0,-9.2,-3.2
Tynset - Hansmoen,SN9580,08.11.2023,-4.4,0.3,-6.9,-2.3
Tynset - Hansmoen,SN9580,09.11.2023,-2.1,0.3,-5.6,-0.1
Tynset - Hansmoen,SN9580,10.11.2023,-1.9,1.8,-4.4,0.3
Tynset - Hansmoen,SN9580,11.11.2023,-2.9,1.8,-5.7,-0.8
Tynset - Hansmoen,SN9580,12.11.2023,-4.2,0.3,-5.6,-2.2
Tynset - Hansmoen,SN9580,13.11.2023,-10,0,-12.4,-3.8
Tynset - Hansmoen,SN9580,14.11.2023,-15.2,1.5,-19.3,-11.1
Tynset - Hansmoen,SN9580,15.11.2023,-14.9,0.2,-20.2,-12.4
Tynset - Hansmoen,SN9580,16.11.2023,-17.9,0.2,-21.6,-12.1
Tynset - Hansmoen,SN9580,17.11.2023,-19.6,0.5,-24.2,-15.4
Tynset - Hansmoen,SN9580,18.11.2023,-23.7,0,-26.4,-18.6
Tynset - Hansmoen,SN9580,19.11.2023,-24.2,0,-26.4,-21.3
Tynset - Hansmoen,SN9580,20.11.2023,-21.7,0,-27.7,-16.8
Tynset - Hansmoen,SN9580,21.11.2023,-18.3,0,-23.7,-14.7
Tynset - Hansmoen,SN9580,22.11.2023,-5.4,0,-23.4,-0.3
Tynset - Hansmoen,SN9580,23.11.2023,-3.9,2,-6,-0.1
Tynset - Hansmoen,SN9580,24.11.2023,-5.6,3.9,-13.1,-1.2
Tynset - Hansmoen,SN9580,25.11.2023,-3.5,1.5,-5.2,-1.2
Tynset - Hansmoen,SN9580,26.11.2023,-16.9,0.1,-24,-3
Tynset - Hansmoen,SN9580,27.11.2023,-20.7,0.1,-27.8,-15.8
Tynset - Hansmoen,SN9580,28.11.2023,-18.8,0,-28.4,-10.9
