Navn,Stasjon,Tid(norsk normaltid),Middeltemperatur (døgn),Nedbør (døgn),Minimumstemperatur (døgn),Maksimumstemperatur (døgn)
Tynset - Hansmoen,SN9580,29.11.2023,-11.6,0.7,-17.7,-6.7
Tynset - Hansmoen,SN9580,30.11.2023,-15.8,0.8,-19.1,-9.4
Tynset - Hansmoen,SN9580,01.12.2023,-18,0.1,-18.6,-15.8
Tynset - Hansmoen,SN9580,02.12.2023,-26.9,0.4,-30.5,-18
Tynset - Hansmoen,SN9580,03.12.2023,-31,0.2,-32.9,-28.1
Tynset - Hansmoen,SN9580,04.12.2023,-31.9,0.1,-33.1,-28.9
Tynset - Hansmoen,SN9580,05.12.2023,-23.2,0,-33.5,-18.3
Tynset - Hansmoen,SN9580,06.12.2023,-24.1,0.1,-29.2,-16.9
Tynset - Hansmoen,SN9580,07.12.2023,-24.8,0,-30,-22.1
Tynset - Hansmoen,SN9580,08.12.2023,-16.4,0,-22.1,-14.2
Tynset - Hansmoen,SN9580,09.12.2023,-7.2,0.7,-14.2,-3.4
Tynset - Hansmoen,SN9580,10.12.2023,-3.2,2.4,-4.5,-2.5
Tynset - Hansmoen,SN9580,11.12.2023,-6.2,0,-7.6,-3.2
Tynset - Hansmoen,SN9580,12.12.2023,-5.8,0,-7,-4.3
Tynset - Hansmoen,SN9580,13.12.2023,-8.6,0,-10.8,-4.9
Tynset - Hansmoen,SN9580,14.12.2023,-17.1,0,-18.7,-10.8
Tynset - Hansmoen,SN9580,15.12.2023,-14.7,0.6,-17.7,-12.3
Tynset - Hansmoen,SN9580,16.12.2023,-4,1.5,-15.5,7.2
Tynset - Hansmoen,SN9580,17.12.2023,-2.2,2.6,-3.9,3.5
Tynset - Hansmoen,SN9580,18.12.2023,-11.9,0,-15.6,-2.9
Tynset - Hansmoen,SN9580,19.12.2023,-3.9,0.1,-13.5,2.3
Tynset - Hansmoen,SN9580,20.12.2023,-16.8,0,-21.1,-4.6
Tynset - Hansmoen,SN9580,21.12.2023,-11.5,0.8,-23.6,-6.6
Tynset - Hansmoen,SN9580,22.12.2023,-9.3,3.7,-10.7,-7.5
Tynset - Hansmoen,SN9580,23.12.2023,-9.1,4.1,-10.7,-7.7
Tynset - Hansmoen,SN9580,24.12.2023,-10.4,1.3,-15.6,-7.1
Tynset - Hansmoen,SN9580,25.12.2023,-10.3,0.7,-15.3,-6.7
Tynset - Hansmoen,SN9580,26.12.2023,-14.3,0.7,-21.6,-10.9
Tynset - Hansmoen,SN9580,27.12.2023,-9.5,2.9,-15.8,-1.5
Tynset - Hansmoen,SN9580,28.12.2023,-12.6,0.7,-23,-6.8
Tynset - Hansmoen,SN9580,29.12.2023,-8.6,2.4,-10.1,-6.8
Tynset - Hansmoen,SN9580,30.12.2023,-8.6,0.1,-10.9,-7.5
Tynset - Hansmoen,SN9580,31.12.2023,-5.7,0.1,-9.1,-4.4
Tynset - Hansmoen,SN9580,01.01.2024,-9,0,-11,-6.5
Tynset - Hansmoen,SN9580,02.01.2024,-12.1,1.4,-14,-9.8
Tynset - Hansmoen,SN9580,03.01.2024,-18.2,0.1,-21.2,-12.3
Tynset - Hansmoen,SN9580,04.01.2024,-28.2,0.2,-31.8,-19.5
Tynset - Hansmoen,SN9580,05.01.2024,-32.6,0.5,-38.7,-28
Tynset - Hansmoen,SN9580,06.01.2024,-19.2,0,-28,-15.5
Tynset - Hansmoen,SN9580,07.01.2024,-29.5,0,-31.7,-20.3
Tynset - Hansmoen,SN9580,08.01.2024,-17.1,0.1,-31.8,-14
Tynset - Hansmoen,SN9580,09.01.2024,-10.7,0,-16.7,-5.6
Tynset - Hansmoen,SN9580,10.01.2024,-9.1,0,-17,-2.9
Tynset - Hansmoen,SN9580,11.01.2024,2.4,0.1,-2.9,3.9
Tynset - Hansmoen,SN9580,12.01.2024,-3.1,0.3,-7.8,2.1
Tynset - Hansmoen,SN9580,13.01.2024,-1.5,0,-7.5,1.2
Tynset - Hansmoen,SN9580,14.01.2024,-5.5,0.2,-7.1,1.4
Tynset - Hansmoen,SN9580,15.01.2024,-20.8,0,-24.1,-6.7
Tynset - Hansmoen,SN9580,16.01.2024,-26.4,0.2,-32.3,-21.8
Tynset - Hansmoen,SN9580,17.01.2024,-23.8,0.1,-28.8,-21.2
Tynset - Hansmoen,SN9580,18.01.2024,-26,0,-29.4,-20.2
Tynset - Hansmoen,SN9580,19.01.2024,-26.1,0.2,-29.1,-22
Tynset - Hansmoen,SN9580,20.01.2024,-24,0,-31.4,-21.5
Tynset - Hansmoen,SN9580,21.01.2024,-6.2,0,-21.5,-1
Tynset - Hansmoen,SN9580,22.01.2024,1.7,3.2,-2.9,6.2
Tynset - Hansmoen,SN9580,23.01.2024,-0.7,1.3,-9.2,5.7
Tynset - Hansmoen,SN9580,24.01.2024,-2.3,0.7,-10.2,-0.2
Tynset - Hansmoen,SN9580,25.01.2024,-5.7,2.1,-14.1,1.2
Tynset - Hansmoen,SN9580,26.01.2024,-4.2,0.3,-15.8,-0.8
Tynset - Hansmoen,SN9580,27.01.2024,-7.6,0.3,-16.4,-0.1
Tynset - Hansmoen,SN9580,28.01.2024,0.4,0,-7.3,3.5
Tynset - Hansmoen,SN9580,29.01.2024,1.7,0,-0.2,6
Tynset - Hansmoen,SN9580,30.01.2024,-16,0,-18.9,3
Tynset - Hansmoen,SN9580,31.01.2024,-10.6,0,-24.6,0.8
Tynset - Hansmoen,SN9580,01.02.2024,-4.4,0,-8.6,3.2
Tynset - Hansmoen,SN9580,02.02.2024,-4,1.6,-16.3,4.3
Tynset - Hansmoen,SN9580,03.02.2024,-0.6,2.3,-3.3,5.5
Tynset - Hansmoen,SN9580,04.02.2024,-8.4,1.4,-13.5,-2.1
Tynset - Hansmoen,SN9580,05.02.2024,-14.6,2,-18.3,-7.1
Tynset - Hansmoen,SN9580,06.02.2024,-15.9,0,-24.4,-13.1
Tynset - Hansmoen,SN9580,07.02.2024,-17.3,0,-24.8,-8.3
Tynset - Hansmoen,SN9580,08.02.2024,-29.5,0.2,-35,-21.4
Tynset - Hansmoen,SN9580,09.02.2024,-30.3,0,-35.3,-21.5
Tynset - Hansmoen,SN9580,10.02.2024,-24,0.2,-34.4,-14.3
Tynset - Hansmoen,SN9580,11.02.2024,-8.7,0,-15.5,-7.2
Tynset - Hansmoen,SN9580,12.02.2024,-6.8,0,-9.5,-5.6
Tynset - Hansmoen,SN9580,13.02.2024,-8.4,1.1,-8.4,-5.7
Tynset - Hansmoen,SN9580,14.02.2024,-12,1.1,-18.2,-6.8
Tynset - Hansmoen,SN9580,15.02.2024,-5.5,0.1,-10.8,-4.6
Tynset - Hansmoen,SN9580,16.02.2024,-2.3,5.4,-5.4,0.3
Tynset - Hansmoen,SN9580,17.02.2024,-4.1,0.1,-5.4,0.4
Tynset - Hansmoen,SN9580,18.02.2024,-17.7,0,-25.4,-5.1
Tynset - Hansmoen,SN9580,19.02.2024,-8.3,0,-16,-4
Tynset - Hansmoen,SN9580,20.02.2024,-6.2,0,-12.6,-1.9
Tynset - Hansmoen,SN9580,21.02.2024,-2.8,0,-5.3,-0.7
Tynset - Hansmoen,SN9580,22.02.2024,1.1,0.3,-4.7,2.6
Tynset - Hansmoen,SN9580,23.02.2024,2,0.5,0.8,3.1
Tynset - Hansmoen,SN9580,24.02.2024,1.4,1.6,-0.4,4.5
Tynset - Hansmoen,SN9580,25.02.2024,-3.2,0,-9.2,4.4
Tynset - Hansmoen,SN9580,26.02.2024,-9.8,0,-15.3,-0.6
Tynset - Hansmoen,SN9580,27.02.2024,-9.2,0,-20.6,-1.6
Tynset - Hansmoen,SN9580,28.02.2024,2,0,-2.1,5.6
Tynset - Hansmoen,SN9580,29.02.2024,2.3,0,0.8,4.5
Tynset - Hansmoen,SN9580,01.03.2024,2.1,0.2,1.2,5.2
Tynset - Hansmoen,SN9580,02.03.2024,2.9,2.4,1.4,5.3
Tynset - Hansmoen,SN9580,03.03.2024,2,0,0.9,3.5
Tynset - Hansmoen,SN9580,04.03.2024,2.6,0,0.8,3.6
Tynset - Hansmoen,SN9580,05.03.2024,-0.5,0,-3.2,2.6
Tynset - Hansmoen,SN9580,06.03.2024,-6.7,0,-9,1.1
Tynset - Hansmoen,SN9580,07.03.2024,-8.6,0,-16.5,2.9
Tynset - Hansmoen,SN9580,08.03.2024,-3.5,0,-10,0.9
Tynset - Hansmoen,SN9580,09.03.2024,-2.8,0.1,-4.8,-0.9
Tynset - Hansmoen,SN9580,10.03.2024,-5.2,0,-5.8,-1.4
Tynset - Hansmoen,SN9580,11.03.2024,-7.9,0,-12.3,-1.5
Tynset - Hansmoen,SN9580,12.03.2024,-7.8,0,-16.1,4.2
Tynset - Hansmoen,SN9580,13.03.2024,-3.8,0,-12.4,1.8
Tynset - Hansmoen,SN9580,14.03.2024,4.4,0,-1.4,7.7
Tynset - Hansmoen,SN9580,15.03.2024,2.2,0,-1.3,6.6
Tynset - Hansmoen,SN9580,16.03.2024,-3.3,3.7,-3,0.8
Tynset - Hansmoen,SN9580,17.03.2024,-8,0,-19.5,0.4
Tynset - Hansmoen,SN9580,18.03.2024,-2.5,0,-6.2,2
Tynset - Hansmoen,SN9580,19.03.2024,-1,0,-4.2,2.4
Tynset - Hansmoen,SN9580,20.03.2024,0.6,0.3,-4.7,7.3
Tynset - Hansmoen,SN9580,21.03.2024,-0.9,0,-9.2,4.7
Tynset - Hansmoen,SN9580,22.03.2024,1.4,0.8,-0.9,6.6
Tynset - Hansmoen,SN9580,23.03.2024,1,0,-4.2,5
Tynset - Hansmoen,SN9580,24.03.2024,-0.3,1.7,-0.6,2.8
Tynset - Hansmoen,SN9580,25.03.2024,-3.4,0.1,-8.2,3.8
Tynset - Hansmoen,SN9580,26.03.2024,-3.8,0.1,-10.8,2.5
Tynset - Hansmoen,SN9580,27.03.2024,0.6,0.2,-2.1,2.8
Tynset - Hansmoen,SN9580,28.03.2024,3,0.3,0,7.7
Tynset - Hansmoen,SN9580,29.03.2024,2.7,1.9,0.7,4.2
Tynset - Hansmoen,SN9580,30.03.2024,3,0,-4.2,9.3
Tynset - Hansmoen,SN9580,31.03.2024,1.9,0,-0.3,6.2
Tynset - Hansmoen,SN9580,01.04.2024,2.4,0.7,-2.5,6.1
Tynset - Hansmoen,SN9580,02.04.2024,-0.3,0,-1.1,2.8
Tynset - Hansmoen,SN9580,03.04.2024,-5.9,0,-8.3,-1.1
Tynset - Hansmoen,SN9580,04.04.2024,-5.7,0,-6.7,-4.3
Tynset - Hansmoen,SN9580,05.04.2024,-3.7,2.3,-6.6,0.2
Tynset - Hansmoen,SN9580,06.04.2024,-0.9,0,-7.2,3.6
Tynset - Hansmoen,SN9580,07.04.2024,5.4,0.2,1,10.7
Tynset - Hansmoen,SN9580,08.04.2024,6.5,0,2.4,11.1
Tynset - Hansmoen,SN9580,09.04.2024,5.5,0,-1.6,10.9
Tynset - Hansmoen,SN9580,10.04.2024,5.8,0.7,3.5,8.8
Tynset - Hansmoen,SN9580,11.04.2024,5.1,0,-1,12
Tynset - Hansmoen,SN9580,12.04.2024,7.1,0.2,-0.8,12.9
Tynset - Hansmoen,SN9580,13.04.2024,6.3,0,2.6,11.9
Tynset - Hansmoen,SN9580,14.04.2024,0.7,0,-2.7,7.5
Tynset - Hansmoen,SN9580,15.04.2024,0.7,0.2,-5.9,7.8
Tynset - Hansmoen,SN9580,16.04.2024,-0.2,0,-8.7,8.3
Tynset - Hansmoen,SN9580,17.04.2024,0.4,0,-4.6,4.2
Tynset - Hansmoen,SN9580,18.04.2024,0.9,0.2,-1.7,5.6
Tynset - Hansmoen,SN9580,19.04.2024,0.1,0.2,-2.5,3.6
Tynset - Hansmoen,SN9580,20.04.2024,-0.3,0.7,-6.2,4.6
Tynset - Hansmoen,SN9580,21.04.2024,-0.4,0,-6.3,5.5
Tynset - Hansmoen,SN9580,22.04.2024,0.6,0,-9.6,9
Tynset - Hansmoen,SN9580,23.04.2024,1.7,0.1,-0.3,5.5
Tynset - Hansmoen,SN9580,24.04.2024,1.3,0.1,-0.9,4.6
Tynset - Hansmoen,SN9580,25.04.2024,0.5,0,-4.7,5.6
Tynset - Hansmoen,SN9580,26.04.2024,2.3,1.5,-3.7,8
Tynset - Hansmoen,SN9580,27.04.2024,1.9,0,-4.2,7.5
Tynset - Hansmoen,SN9580,28.04.2024,1.3,0,-6.7,6.7
Tynset - Hansmoen,SN9580,29.04.2024,5.4,1,2.2,11.3
Tynset - Hansmoen,SN9580,30.04.2024,7.3,0,0,13.8
Tynset - Hansmoen,SN9580,01.05.2024,7,0,-2.7,15.6
Tynset - Hansmoen,SN9580,02.05.2024,10.9,0,0.4,21.3
Tynset - Hansmoen,SN9580,03.05.2024,11,0,-0.7,21.2
Tynset - Hansmoen,SN9580,04.05.2024,11.6,0,-1.3,22.5
Tynset - Hansmoen,SN9580,05.05.2024,11.7,0,-1.1,22.3
Tynset - Hansmoen,SN9580,06.05.2024,6.5,0,3.7,17.4
Tynset - Hansmoen,SN9580,07.05.2024,7.6,0,2.3,12.4
Tynset - Hansmoen,SN9580,08.05.2024,8.7,5.1,6.3,12.1
Tynset - Hansmoen,SN9580,09.05.2024,6.2,0.1,4.7,11.8
Tynset - Hansmoen,SN9580,10.05.2024,5.3,1.2,-3.7,13.3
Tynset - Hansmoen,SN9580,11.05.2024,7.7,0,-1.7,14.6
Tynset - Hansmoen,SN9580,12.05.2024,13.5,0.6,4.2,21.4
Tynset - Hansmoen,SN9580,13.05.2024,13.6,0,2.4,21.2
Tynset - Hansmoen,SN9580,14.05.2024,15.1,0,5.4,22.4
Tynset - Hansmoen,SN9580,15.05.2024,13.9,0,0.5,23.7
Tynset - Hansmoen,SN9580,16.05.2024,14.8,0,0.8,23.8
Tynset - Hansmoen,SN9580,17.05.2024,13.4,0,2.5,21.5
Tynset - Hansmoen,SN9580,18.05.2024,13.4,0,0.3,21.5
Tynset - Hansmoen,SN9580,19.05.2024,9.2,0,7.7,17
Tynset - Hansmoen,SN9580,20.05.2024,9.2,0,-3.8,20.1
Tynset - Hansmoen,SN9580,21.05.2024,14.1,0,-0.6,23.5
Tynset - Hansmoen,SN9580,22.05.2024,14.3,0,2.5,22.3
Tynset - Hansmoen,SN9580,23.05.2024,15.8,0,2.8,23.7
Tynset - Hansmoen,SN9580,24.05.2024,17.5,1.7,11.1,24.6
Tynset - Hansmoen,SN9580,25.05.2024,17.6,0,7,26.1
Tynset - Hansmoen,SN9580,26.05.2024,16.9,0,7.6,25.5
Tynset - Hansmoen,SN9580,27.05.2024,14.3,3.9,8.3,19.7
Tynset - Hansmoen,SN9580,28.05.2024,16.1,1.1,11.7,20.4
Tynset - Hansmoen,SN9580,29.05.2024,13.2,5.8,9.4,19
Tynset - Hansmoen,SN9580,30.05.2024,12.7,0,3.3,19
Tynset - Hansmoen,SN9580,31.05.2024,15.2,0.7,9.6,21.9
Tynset - Hansmoen,SN9580,01.06.2024,14,0,5.5,23.5
Tynset - Hansmoen,SN9580,02.06.2024,15.1,0,10,22.7
Tynset - Hansmoen,SN9580,03.06.2024,13.6,0.2,9.9,20.8
Tynset - Hansmoen,SN9580,04.06.2024,11.6,0,2.8,15.4
Tynset - Hansmoen,SN9580,05.06.2024,8.1,1.6,4.3,13.8
Tynset - Hansmoen,SN9580,06.06.2024,7.3,23.2,0.2,14.2
Tynset - Hansmoen,SN9580,07.06.2024,7.7,0,-0.7,15.4
Tynset - Hansmoen,SN9580,08.06.2024,7.6,1.9,2.7,11.4
Tynset - Hansmoen,SN9580,09.06.2024,6.7,5.2,3.4,10.9
Tynset - Hansmoen,SN9580,10.06.2024,5.2,6.5,1.2,8.9
Tynset - Hansmoen,SN9580,11.06.2024,8.4,16.6,2.5,13.1
Tynset - Hansmoen,SN9580,12.06.2024,8.4,0,5.1,12.1
Tynset - Hansmoen,SN9580,13.06.2024,10.1,1.2,5.6,16.9
Tynset - Hansmoen,SN9580,14.06.2024,10.7,2.7,2.8,16.9
Tynset - Hansmoen,SN9580,15.06.2024,10.5,0.3,1.8,15.5
Tynset - Hansmoen,SN9580,16.06.2024,11.8,1.3,7.6,16.2
Tynset - Hansmoen,SN9580,17.06.2024,12.5,0,9.1,17
Tynset - Hansmoen,SN9580,18.06.2024,11.1,0.2,4,17.7
Tynset - Hansmoen,SN9580,19.06.2024,10.4,0.2,8,14.1
Tynset - Hansmoen,SN9580,20.06.2024,12.3,0.5,6.7,17.8
Tynset - Hansmoen,SN9580,21.06.2024,12.4,0,2.5,20.3
Tynset - Hansmoen,SN9580,22.06.2024,15.6,0,6.3,22.3
Tynset - Hansmoen,SN9580,23.06.2024,14.1,0.7,10.6,21.1
Tynset - Hansmoen,SN9580,24.06.2024,17,0.9,6.3,26.2
Tynset - Hansmoen,SN9580,25.06.2024,19.7,0,7.7,28.9
Tynset - Hansmoen,SN9580,26.06.2024,18.1,0,12.5,25.3
Tynset - Hansmoen,SN9580,27.06.2024,20.1,0.1,10.2,26.2
Tynset - Hansmoen,SN9580,28.06.2024,17.4,0,13,23.1
Tynset - Hansmoen,SN9580,29.06.2024,13.2,0.6,9.9,19.4
Tynset - Hansmoen,SN9580,30.06.2024,13.2,0,7.9,18.1
Tynset - Hansmoen,SN9580,01.07.2024,10.2,3.4,8.1,16.2
Tynset - Hansmoen,SN9580,02.07.2024,10,0.6,6.3,15.3
Tynset - Hansmoen,SN9580,03.07.2024,11,1.4,6.7,16.1
Tynset - Hansmoen,SN9580,04.07.2024,12.1,1,9.3,15
Tynset - Hansmoen,SN9580,05.07.2024,9,1.9,7.8,14.2
Tynset - Hansmoen,SN9580,06.07.2024,11,10,5.7,17.4
Tynset - Hansmoen,SN9580,07.07.2024,10.3,8,8.4,13.2
Tynset - Hansmoen,SN9580,08.07.2024,10.4,8,6.5,14.9
Tynset - Hansmoen,SN9580,09.07.2024,12.6,15,8.6,19.4
Tynset - Hansmoen,SN9580,10.07.2024,11.1,3.9,8.5,14.2
Tynset - Hansmoen,SN9580,11.07.2024,16.3,7.3,11.6,22.8
Tynset - Hansmoen,SN9580,12.07.2024,14.6,7.2,11.8,20.8
Tynset - Hansmoen,SN9580,13.07.2024,16,0.1,4.4,25.2
Tynset - Hansmoen,SN9580,14.07.2024,14.3,0,8.4,23.2
Tynset - Hansmoen,SN9580,15.07.2024,15.3,1.6,13.6,18.8
Tynset - Hansmoen,SN9580,16.07.2024,15,0.1,9.5,20.4
Tynset - Hansmoen,SN9580,17.07.2024,14.3,1.5,11.8,18.6
Tynset - Hansmoen,SN9580,18.07.2024,12.9,13.9,11.5,15.1
Tynset - Hansmoen,SN9580,19.07.2024,15,0.1,7.4,22
Tynset - Hansmoen,SN9580,20.07.2024,17.5,0,6.5,26.7
Tynset - Hansmoen,SN9580,21.07.2024,17.9,0.1,8.4,23.9
Tynset - Hansmoen,SN9580,22.07.2024,15.5,2.7,14.9,21.1
Tynset - Hansmoen,SN9580,23.07.2024,13.2,17.7,11.7,15
Tynset - Hansmoen,SN9580,24.07.2024,12.1,0,10.9,14.1
Tynset - Hansmoen,SN9580,25.07.2024,13.4,0,7.3,19.8
Tynset - Hansmoen,SN9580,26.07.2024,13.7,0,9,18.5
Tynset - Hansmoen,SN9580,27.07.2024,12.7,0.9,9.9,17.2
Tynset - Hansmoen,SN9580,28.07.2024,13.2,19.4,9.9,17.5
Tynset - Hansmoen,SN9580,29.07.2024,12.5,0,8.3,18.1
Tynset - Hansmoen,SN9580,30.07.2024,13.6,0,3.5,22.7
Tynset - Hansmoen,SN9580,31.07.2024,11.3,5.6,7.6,18.5
Tynset - Hansmoen,SN9580,01.08.2024,10.4,0,0.9,18.1
Tynset - Hansmoen,SN9580,02.08.2024,12.6,0.1,4.5,19.5
Tynset - Hansmoen,SN9580,03.08.2024,13.8,0,4.2,22.9
Tynset - Hansmoen,SN9580,04.08.2024,16.1,0,9.6,22.9
Tynset - Hansmoen,SN9580,05.08.2024,17.2,0,11.2,23.9
Tynset - Hansmoen,SN9580,06.08.2024,18.3,0,13.5,23.9
Tynset - Hansmoen,SN9580,07.08.2024,16.1,0,13.1,19.8
Tynset - Hansmoen,SN9580,08.08.2024,14.9,3,14.5,19.7
Tynset - Hansmoen,SN9580,09.08.2024,10.8,0.2,5.1,15.2
Tynset - Hansmoen,SN9580,10.08.2024,12.6,10.8,6.3,18
Tynset - Hansmoen,SN9580,11.08.2024,11.4,0.3,9,17
Tynset - Hansmoen,SN9580,12.08.2024,11.4,0.1,2.6,17.9
Tynset - Hansmoen,SN9580,13.08.2024,13.6,0,4.8,21
Tynset - Hansmoen,SN9580,14.08.2024,15.4,0,11.4,18.6
Tynset - Hansmoen,SN9580,15.08.2024,16,10.1,14,20.4
Tynset - Hansmoen,SN9580,16.08.2024,13.2,2.2,7.8,19
Tynset - Hansmoen,SN9580,17.08.2024,10.9,0,4.5,18.9
Tynset - Hansmoen,SN9580,18.08.2024,8.9,0.3,3.4,15.3
Tynset - Hansmoen,SN9580,19.08.2024,10.6,2.2,2.1,17.2
Tynset - Hansmoen,SN9580,20.08.2024,13,0,11,14.5
Tynset - Hansmoen,SN9580,21.08.2024,12,3,11.6,13.9
Tynset - Hansmoen,SN9580,22.08.2024,11.2,8.8,5,13.7
Tynset - Hansmoen,SN9580,23.08.2024,12.1,0.5,10.5,17
Tynset - Hansmoen,SN9580,24.08.2024,11.4,15.8,6.3,17
Tynset - Hansmoen,SN9580,25.08.2024,11,1.2,7.2,16.7
Tynset - Hansmoen,SN9580,26.08.2024,11.2,2.6,6,16.9
Tynset - Hansmoen,SN9580,27.08.2024,9.6,0.4,0.2,16.4
Tynset - Hansmoen,SN9580,28.08.2024,14.5,1.5,10.2,18.5
Tynset - Hansmoen,SN9580,29.08.2024,14.8,1,13.3,18.9
Tynset - Hansmoen,SN9580,30.08.2024,11.3,13.3,6.2,18.5
Tynset - Hansmoen,SN9580,31.08.2024,9.6,0.9,4.6,13.8
Tynset - Hansmoen,SN9580,01.09.2024,11.1,0,5.9,19.5
Tynset - Hansmoen,SN9580,02.09.2024,9.2,0,1.2,15.5
Tynset - Hansmoen,SN9580,03.09.2024,12,0.6,10.4,14
Tynset - Hansmoen,SN9580,04.09.2024,14.6,4.8,12.8,16
Tynset - Hansmoen,SN9580,05.09.2024,17.1,0.1,13.2,23.4
Tynset - Hansmoen,SN9580,06.09.2024,14.4,0,9.8,24.6
Tynset - Hansmoen,SN9580,07.09.2024,13.5,0,7,23.4
Tynset - Hansmoen,SN9580,08.09.2024,13.3,0.1,5.1,21.5
Tynset - Hansmoen,SN9580,09.09.2024,14.9,1,13.3,18.5
Tynset - Hansmoen,SN9580,10.09.2024,9.2,38.3,7.3,13.3
Tynset - Hansmoen,SN9580,11.09.2024,8.8,2.2,7,11.5
Tynset - Hansmoen,SN9580,12.09.2024,8.5,0,7.3,12.5
Tynset - Hansmoen,SN9580,13.09.2024,5.4,0,1.4,13.6
Tynset - Hansmoen,SN9580,14.09.2024,3.5,0,-4.4,13.7
Tynset - Hansmoen,SN9580,15.09.2024,9.9,0,1.4,16.7
Tynset - Hansmoen,SN9580,16.09.2024,11.1,0.3,8.9,14.3
Tynset - Hansmoen,SN9580,17.09.2024,10.1,7.6,7.5,16.7
Tynset - Hansmoen,SN9580,18.09.2024,9.4,0,2.5,21.3
Tynset - Hansmoen,SN9580,19.09.2024,10.2,0,2.6,21.8
Tynset - Hansmoen,SN9580,20.09.2024,9.5,0,5.1,17.3
Tynset - Hansmoen,SN9580,21.09.2024,7.5,0,2.4,13.3
Tynset - Hansmoen,SN9580,22.09.2024,8.6,0,3.5,14.6
Tynset - Hansmoen,SN9580,23.09.2024,9.4,0.2,7.2,14.8
Tynset - Hansmoen,SN9580,24.09.2024,4.4,0,0.6,9.7
Tynset - Hansmoen,SN9580,25.09.2024,3.5,12.7,2,5.3
Tynset - Hansmoen,SN9580,26.09.2024,2.2,8.2,-1.6,9.9
Tynset - Hansmoen,SN9580,27.09.2024,0.1,0,-4.6,7.3
Tynset - Hansmoen,SN9580,28.09.2024,-0.1,0,-3.4,4.8
Tynset - Hansmoen,SN9580,29.09.2024,-1.5,0.3,-6.6,7.1
Tynset - Hansmoen,SN9580,30.09.2024,2,0,-6.7,9
Tynset - Hansmoen,SN9580,01.10.2024,3.9,0,0,13
Tynset - Hansmoen,SN9580,02.10.2024,1.4,0,-4,9.9
Tynset - Hansmoen,SN9580,03.10.2024,2.5,0,-2.7,8.9
Tynset - Hansmoen,SN9580,04.10.2024,1.6,0,-3.6,7.1
Tynset - Hansmoen,SN9580,05.10.2024,3.7,0,-0.2,6.3
Tynset - Hansmoen,SN9580,06.10.2024,5.9,7.2,5.2,7.6
Tynset - Hansmoen,SN9580,07.10.2024,5.4,5.3,3.4,8
Tynset - Hansmoen,SN9580,08.10.2024,7.2,0.7,4.6,8.8
Tynset - Hansmoen,SN9580,09.10.2024,7.6,2.5,6.5,11
Tynset - Hansmoen,SN9580,10.10.2024,1.1,7.8,0.2,8.6
Tynset - Hansmoen,SN9580,11.10.2024,0.5,4.7,-1.1,4.1
Tynset - Hansmoen,SN9580,12.10.2024,-1.3,0,-8.2,2.3
Tynset - Hansmoen,SN9580,13.10.2024,3.3,0.1,1.5,5.6
Tynset - Hansmoen,SN9580,14.10.2024,0.4,0.1,-1.6,4.3
Tynset - Hansmoen,SN9580,15.10.2024,-1.7,0,-6.4,4.6
Tynset - Hansmoen,SN9580,16.10.2024,2,0,-4.2,5.3
Tynset - Hansmoen,SN9580,17.10.2024,6.4,0.2,4,7.8
Tynset - Hansmoen,SN9580,18.10.2024,7.9,0,5,10.1
Tynset - Hansmoen,SN9580,19.10.2024,9.9,0.1,7.5,11.2
Tynset - Hansmoen,SN9580,20.10.2024,9.9,0.4,8.6,11.5
Tynset - Hansmoen,SN9580,21.10.2024,9.7,3.5,8.4,14.7
Tynset - Hansmoen,SN9580,22.10.2024,6.2,0,1.5,9.7
Tynset - Hansmoen,SN9580,23.10.2024,6.2,0,-2.2,10.2
Tynset - Hansmoen,SN9580,24.10.2024,8.1,0,2.2,11.2
Tynset - Hansmoen,SN9580,25.10.2024,1.3,0,-1.6,8.2
Tynset - Hansmoen,SN9580,26.10.2024,0.9,0,-3.8,3.4
Tynset - Hansmoen,SN9580,27.10.2024,4.8,0.3,0.7,8.5
Tynset - Hansmoen,SN9580,28.10.2024,-1.7,0.2,-3.7,4.2
Tynset - Hansmoen,SN9580,29.10.2024,-2,0,-8.2,3.2
Tynset - Hansmoen,SN9580,30.10.2024,-0.6,0.1,-2.8,5.3
Tynset - Hansmoen,SN9580,31.10.2024,-0.2,1.1,-3.9,1
Tynset - Hansmoen,SN9580,01.11.2024,-0.7,12.4,-3,2.4
Tynset - Hansmoen,SN9580,02.11.2024,-1.5,0.9,-5,0.5
Tynset - Hansmoen,SN9580,03.11.2024,1.4,0.8,-4.1,9
Tynset - Hansmoen,SN9580,04.11.2024,-0.1,0.2,-2.5,4.7
Tynset - Hansmoen,SN9580,05.11.2024,-1.6,0,-2.8,-0.8
Tynset - Hansmoen,SN9580,06.11.2024,-2.1,0,-2.9,-0.5
Tynset - Hansmoen,SN9580,07.11.2024,-3.7,0.6,-5.3,-1.5
Tynset - Hansmoen,SN9580,08.11.2024,-3,0,-4,-1.8
Tynset - Hansmoen,SN9580,09.11.2024,-1.7,0,-4,-0.7
Tynset - Hansmoen,SN9580,10.11.2024,-0.2,0,-1.2,0.4
Tynset - Hansmoen,SN9580,11.11.2024,-2.8,0,-5.3,0.1
Tynset - Hansmoen,SN9580,12.11.2024,-1.8,0.1,-5.3,0.4
Tynset - Hansmoen,SN9580,13.11.2024,-0.8,1.8,-1.6,0.5
Tynset - Hansmoen,SN9580,14.11.2024,1.2,0,-3.3,5.5
